Symbols	upDownList	targetList	upDownCount	RS	whichRS	whichRSList	rankLessThanActual	pValue	pValueCorrected
MUC1	[1, 1, 1, 1]	['STAT5B', 'STAT5A', 'STAT1', 'STAT3']	4	921	+1	[239 248 197 237]	7629	0.7629	0.9964435146443515
SRF	[1, 1, -1]	['FOSL1', 'FOS', 'CREB1']	3	679	+1	[107 244 328]	7643	0.7643	0.9964435146443515
CTSE	[1, 1, -1]	['GATA1', 'SPI1', 'YY1']	3	679	-1	[281 336  62]	7643	0.7643	0.9964435146443515
SOX6	[1, -1, -1, 1]	['CDKN1A', 'CCND1', 'CTNNB1', 'TP53']	4	922	-1	[287 249 182 204]	7650	0.765	0.9964435146443515
HNF4A	[1, 1, 1, 1]	['MYC', 'NR1I2', 'F2', 'MMP7']	4	923	+1	[260 175 423  65]	7677	0.7677	0.9964435146443515
SOX9	[1, 1, 1, 1]	['NR5A1', 'HES1', 'CDKN1A', 'AR']	4	923	+1	[353  77 217 276]	7677	0.7677	0.9964435146443515
CD3D	[1, 1, -1]	['FOS', 'ETS1', 'YY1']	3	681	-1	[260 359  62]	7698	0.7698	0.9964435146443515
KAT2B	[1, 1, -1, 1, 1, 1, 1, 1]	['RB1', 'MYC', 'ZEB1', 'CDKN1A', 'HEY2', 'HEY1', 'SMAD4', 'TP73']	8	1897	+1	[218 260 217 315 318 200 198 171]	7724	0.7724	0.9964435146443515
HDAC7	[1, -1, -1, -1, -1, -1, 1]	['CDKN1A', 'KLK3', 'MEF2A', 'MEF2C', 'MEF2D', 'ESR1', 'VEGFA']	7	1652	-1	[287 102 132 360 421 151 199]	7752	0.7752	0.9964435146443515
TM7SF2	[1, 1, 1]	['SREBF2', 'NFYA', 'SP1']	3	683	-1	[232 211 240]	7762	0.7762	0.9964435146443515
FCGR1A	[1, 1, 1]	['STAT1', 'STAT5A', 'STAT5B']	3	684	+1	[197 248 239]	7801	0.7801	0.9964435146443515
PITX1	[-1, -1, -1, -1, -1, -1, -1]	['NKX3-1', 'RUNX1', 'RUNX2', 'JUN', 'HES1', 'IRF2', 'TERT']	7	1657	+1	[ 25 251 168 259 427 137 390]	7829	0.7829	0.9964435146443515
ZNF382	[-1, -1, -1, -1, -1, -1]	['NFKB1', 'MITF', 'STAT5B', 'STAT3', 'MYC', 'JUN']	6	1414	-1	[261 172 239 237 260 245]	7853	0.7853	0.9964435146443515
IL6ST	[1, 1, -1, 1, 1]	['STAT5A', 'STAT5B', 'IL2', 'STAT1', 'STAT3']	5	1170	-1	[256 265 307 267  75]	7874	0.7874	0.9964435146443515
DAPK2	[-1, 1, 1, 1, -1]	['CTNNB1', 'KLF6', 'E2F1', 'SP1', 'TCF7L2']	5	1170	-1	[450 254 240 204  22]	7874	0.7874	0.9964435146443515
TCF4	[1, 1, -1, -1, 1, 1, 1, 1]	['MYC', 'CTNNB1', 'KLK3', 'MITF', 'ABCB1', 'CCND1', 'VEGFA', 'EGR1']	8	1904	-1	[244 300 324 322 102 308 132 172]	7879	0.7879	0.9964435146443515
COL1A1	[-1, -1, 1, -1]	['NFKB1', 'SMAD7', 'SMAD3', 'RELA']	4	932	-1	[212 261 207 252]	7900	0.79	0.9964435146443515
MAPK3	[1, 1, 1, 1, 1]	['EGR1', 'JUN', 'FOS', 'ZFP36', 'PTGS2']	5	1173	-1	[308 259 260 161 185]	7941	0.7941	0.9964435146443515
FN1	[-1, 1, -1, -1]	['NFKB1', 'EGR1', 'MYC', 'RELA']	4	935	+1	[196 243 244 252]	7972	0.7972	0.9964435146443515
CEACAM6	[1, 1, -1]	['CTNNB1', 'TCF7', 'GLI2']	3	691	+1	[204  33 454]	8004	0.8004	0.9964435146443515
ESR1	[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]	['CCND1', 'FOXA1', 'CTNNB1', 'VEGFA', 'AR', 'NRF1', 'DCT', 'XBP1', 'MYC', 'MYB', 'PGR', 'JUN', 'ZEB1', 'CDKN1A', 'TP53', 'RARA', 'RUNX2', 'JUNB', 'TERT', 'ABCA3', 'BCL2']	21	5130	+1	"[182 256 402 276 216 344 213 260 246 116 245 333 217 150 212 114 476 155
 300 249 168]"	8028	0.8028	0.9964435146443515
ASF1B	[1, 1, 1, 1, 1]	['E2F5', 'E2F3', 'E2F4', 'E2F1', 'E2F2']	5	1177	+1	[121 331 146 250 329]	8032	0.8032	0.9964435146443515
NFKB2	[1, 1, -1]	['RBPJ', 'NOTCH1', 'HIF1A']	3	692	+1	[229 227 236]	8038	0.8038	0.9964435146443515
MEF2C	[1, -1, 1]	['PPARGC1A', 'NR4A1', 'JUN']	3	693	-1	[290 259 144]	8061	0.8061	0.9964435146443515
ZNF175	[1, 1, -1]	['ETS1', 'YY1', 'FOXD3']	3	696	+1	[145  62 489]	8130	0.813	0.9964435146443515
PTGS2	[1, 1, 1, 1, 1]	['SREBF1', 'SREBF2', 'CREB1', 'CEBPB', 'CTNNB1']	5	1182	+1	[271 272 176 259 204]	8138	0.8138	0.9964435146443515
MAPK1	[1, 1, 1, 1, 1, 1]	['EGR1', 'JUN', 'FOS', 'ZFP36', 'PTGS2', 'E2F1']	6	1427	-1	[308 259 260 161 185 254]	8140	0.814	0.9964435146443515
SAA1	[1, 1, 1, 1]	['STAT3', 'CTNNB1', 'CEBPB', 'CEBPA']	4	942	+1	[237 204 259 242]	8149	0.8149	0.9964435146443515
HIST2H2BE	[1, 1, 1, -1, 1]	['MYC', 'BCL2', 'KLK3', 'GLI2', 'CCND1']	5	1183	+1	[260 155 132 182 454]	8158	0.8158	0.9964435146443515
IGF2	[1, 1, 1]	['EGR1', 'CEBPA', 'CEBPB']	3	697	+1	[196 242 259]	8161	0.8161	0.9964435146443515
NANOG	[-1, -1, -1, 1, 1, 1, 1, -1, 1, 1]	['CDX2', 'GATA2', 'GATA6', 'SOX2', 'FOXD3', 'KLF2', 'KLF4', 'CDC25A', 'STAT3', 'POU5F1']	10	2413	+1	[163  15 416 257 237  58 455 145 469 198]	8198	0.8198	0.9964435146443515
MAX	[1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1]	['TP53', 'E2F1', 'GTF2H2', 'CEBPA', 'CEBPD', 'FOSL1', 'MTA1', 'MYC', 'E2F3', 'NPM1', 'DDIT3', 'CDKN1A', 'BCL2', 'SNAI1', 'HMGA1', 'CDC25A']	16	3907	+1	[255 107 156 331 133 269 362 306 254 140 262 169 244 283 287 349]	8225	0.8225	0.9964435146443515
FOXO1	[-1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]	['SREBF1', 'CITED2', 'CDKN1A', 'RBL2', 'KLK3', 'EGR1', 'KLF4', 'BCL6', 'AR', 'FOXO3', 'E2F3', 'E2F2', 'E2F1']	13	3161	+1	[ 56 217 139 257 247 194 331 329 250 233 372 308 228]	8226	0.8226	0.9964435146443515
APEX1	[1, 1, 1, 1]	['NFKB1', 'MITF', 'MYC', 'RELA']	4	945	+1	[261 172 260 252]	8226	0.8226	0.9964435146443515
ATF5	[1, 1, 1]	['CREB1', 'BCL2', 'CCND3']	3	700	+1	[176 155 369]	8233	0.8233	0.9964435146443515
XBP1	[1, 1, 1]	['ESR1', 'ZBTB17', 'HDGF']	3	701	-1	[305 237 159]	8279	0.8279	0.9964435146443515
BGLAP	[1, 1, 1, 1]	['VDR', 'SMAD3', 'SMAD4', 'RUNX2']	4	948	+1	[120 292 200 336]	8308	0.8308	0.9964435146443515
NKX3-1	[-1, -1, -1]	['CCND1', 'AR', 'FOS']	3	702	-1	[182 276 244]	8312	0.8312	0.9964435146443515
STAT5B	[1, 1, 1, 1, 1, -1, -1, 1]	['IL2RA', 'CCND3', 'IL4', 'MYC', 'FOS', 'IRF8', 'BCL6', 'BCL2']	8	1931	-1	[345 135 327 244 260 349  24 247]	8395	0.8395	0.9964435146443515
CDC25A	[1, 1, 1, 1, -1, 1]	['NFYA', 'ESR1', 'E2F1', 'E2F4', 'CDKN1A', 'SP1']	6	1439	+1	[293 199 250 146 264 287]	8404	0.8404	0.9964435146443515
TRRAP	[1, -1, 1]	['TERT', 'MITF', 'MYC']	3	706	+1	[114 260 332]	8426	0.8426	0.9964435146443515
CCND1	[1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1]	['ETS1', 'HBP1', 'STAT3', 'CTNNB1', 'JUN', 'GLI2', 'KLK3', 'RELA', 'FOXO3', 'FOXO1', 'E2F4', 'E2F1', 'NFKB1']	13	3177	+1	[145 237 204 245  50 252 146 250 261 214 372 310 491]	8453	0.8453	0.9964435146443515
RBBP4	[-1, -1, -1, -1, -1, -1, -1]	['CDC6', 'TERT', 'E2F1', 'E2F6', 'PCNA', 'CDC25A', 'RBL1']	7	1690	+1	[158 390 254 282  23 198 385]	8482	0.8482	0.9964435146443515
MMP13	[1, 1, 1, -1, -1]	['JUND', 'FOSL2', 'RUNX2', 'GLI1', 'GLI2']	5	1196	+1	[171 143 336  92 454]	8487	0.8487	0.9964435146443515
CDX2	[1, -1, 1, 1]	['APC', 'PTGS2', 'CDKN1A', 'KLF4']	4	955	+1	[296 217 257 185]	8492	0.8492	0.9964435146443515
ZBTB7A	[-1, -1, -1]	['FOS', 'MYC', 'CDKN2A']	3	709	-1	[244 260 205]	8535	0.8535	0.9964435146443515
RXRA	[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]	['SREBF1', 'KLK3', 'ANKRD1', 'IL2RG', 'IL2RA', 'IL2RB', 'NPAS2', 'CEBPA', 'PPARA', 'TNF']	10	2435	-1	[233  86 170 345 167 191 262 346 503 132]	8549	0.8549	0.9964435146443515
TNF	[-1, 1, 1, 1, 1]	['CEBPA', 'NFKB1', 'IL23A', 'EGR1', 'RELA']	5	1199	-1	[243 154 308 252 242]	8561	0.8561	0.9964435146443515
NOTCH4	[1, 1, 1]	['HEY1', 'HEY2', 'HES1']	3	710	+1	[318 315  77]	8564	0.8564	0.9964435146443515
FOXM1	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['CDKN2A', 'ESR1', 'MYC', 'FOS', 'CDC25A', 'ONECUT1', 'NFATC3', 'CCND1', 'CDK1', 'CDC6', 'AR']	11	2684	-1	[305 244 260 198  98 501 322 165 158 228 205]	8571	0.8571	0.9964435146443515
IL2RB	[1, -1, 1, 1]	['MYC', 'IL2RG', 'IL2RA', 'CCND3']	4	958	+1	[260 159 369 170]	8575	0.8575	0.9964435146443515
CDT1	[1, 1, 1, 1]	['E2F1', 'E2F4', 'E2F3', 'E2F2']	4	960	-1	[254 358 173 175]	8630	0.863	0.9964435146443515
MCM7	[1, 1, 1, 1]	['E2F4', 'E2F1', 'E2F2', 'E2F3']	4	960	-1	[358 254 175 173]	8630	0.863	0.9964435146443515
GMNN	[1, 1, 1, 1]	['E2F1', 'E2F3', 'E2F2', 'E2F4']	4	960	-1	[254 173 175 358]	8630	0.863	0.9964435146443515
FBXO5	[1, 1, 1, 1]	['E2F1', 'E2F3', 'E2F2', 'E2F4']	4	960	-1	[254 173 175 358]	8630	0.863	0.9964435146443515
MAP3K5	[1, 1, 1, 1]	['E2F3', 'E2F4', 'E2F1', 'E2F2']	4	960	-1	[173 358 254 175]	8630	0.863	0.9964435146443515
CDCA7	[1, 1, 1, 1]	['E2F1', 'E2F2', 'E2F3', 'E2F4']	4	960	-1	[254 175 173 358]	8630	0.863	0.9964435146443515
CDCA4	[1, 1, 1, 1]	['E2F1', 'E2F2', 'E2F3', 'E2F4']	4	960	-1	[254 175 173 358]	8630	0.863	0.9964435146443515
NPAT	[1, 1, 1, 1]	['E2F1', 'E2F2', 'E2F3', 'E2F4']	4	960	-1	[254 175 173 358]	8630	0.863	0.9964435146443515
POLE3	[1, 1, 1, 1, 1]	['E2F1', 'E2F2', 'E2F3', 'E2F4', 'MYC']	5	1204	-1	[254 175 173 358 244]	8672	0.8672	0.9964435146443515
VEGFA	[1, 1, 1, 1, -1]	['HIF1A', 'STAT3', 'SMAD2', 'SMAD3', 'TP53']	5	1207	+1	[268 237 161 292 249]	8745	0.8745	0.9964435146443515
MLLT10	[1, -1, 1]	['CTNNB1', 'CDKN1A', 'LEF1']	3	716	+1	[204 225 287]	8752	0.8752	0.9964435146443515
ITGA11	[1, 1, 1]	['SMAD2', 'SMAD3', 'SP1']	3	717	+1	[161 292 264]	8779	0.8779	0.9964435146443515
HDAC3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]	['GATA2', 'PPARGC1A', 'NPAS2', 'CLOCK', 'NR1D1', 'MYC', 'JUN', 'DDIT3', 'ARNTL', 'CDKN2A']	10	2450	-1	[359 214 313 308  23 260 245 221 302 205]	8818	0.8818	0.9964435146443515
LGALS3	[1, 1, 1]	['CTNNB1', 'RUNX1', 'RUNX2']	3	719	-1	[300 251 168]	8843	0.8843	0.9964435146443515
DNMT1	[1, 1, -1, 1, -1, -1, 1, 1, -1]	['EP300', 'TERT', 'RB1', 'E2F1', 'CDKN1A', 'CDKN2A', 'CTNNB1', 'VEGFA', 'TIMP3']	9	2204	+1	[210 114 250 204 402 286 287 299 152]	8854	0.8854	0.9964435146443515
NFKB1	[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1]	['VEGFA', 'YY1', 'EGFR', 'IL23A', 'IL12A', 'IL12B', 'MMP13', 'TNF', 'IL2', 'PROX1', 'CDKN1A', 'AKT1', 'IL10', 'IRF4', 'IRF1', 'SNAI1', 'HOXA9', 'JUNB', 'CTCF', 'PTGS2', 'GATA3', 'EGR1', 'PPARG', 'BCL2', 'AR', 'CCND1']	26	6451	+1	"[402  79 350 164 231 357   1  75  28 311  32 301 269 212 319 131 155 182
 442 287 362 462 460 308 303 228]"	8868	0.8868	0.9964435146443515
AR	[1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1]	['VEGFA', 'EGFR', 'CTNNB1', 'EP300', 'JUN', 'RELA', 'REST', 'SERPINB5', 'PTGS2', 'CDC6', 'NKX3-1', 'KLK3', 'E2F1', 'NFKB1', 'LEF1']	15	3704	-1	[102 425 300 294 259 158  25 372 279 252   5 403 319 250 261]	8892	0.8892	0.9964435146443515
MYC	[1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, 1, -1, 1, 1]	['TERT', 'TCF7L2', 'TP53', 'TP73', 'FOXM1', 'GTF2H2', 'CEBPA', 'CEBPD', 'FOSL1', 'GLI2', 'GLI1', 'MTA1', 'VEGFA', 'E2F1', 'E2F3', 'NPM1', 'HBP1', 'STAT3', 'DDIT3', 'YY1', 'JUNB', 'CDKN1A', 'CTNNB1', 'GATA1', 'CHEK1', 'BCL2', 'SNAI1', 'HMGA1', 'CCND1', 'HDAC2', 'CDC25A']	31	7706	+1	"[114  22 255 198 241 107 156 402 250 331 133 237  62 204 419 269 362 493
 306 140 262 169 454  92 214 283 292 287 281 349 322]"	8909	0.8909	0.9964435146443515
TBX3	[-1, -1, 1]	['CDKN2A', 'CDKN1A', 'CTNNB1']	3	722	-1	[300 205 217]	8924	0.8924	0.9964435146443515
BCL2L1	[1, 1, 1]	['STAT3', 'STAT5B', 'STAT5A']	3	724	+1	[237 239 248]	8984	0.8984	0.9964435146443515
IFNG	[-1, -1, 1]	['TERT', 'IL23R', 'JUN']	3	724	-1	[259 114 351]	8984	0.8984	0.9964435146443515
CCNE1	[-1, 1, 1]	['HBP1', 'MYC', 'E2F1']	3	724	+1	[260 250 214]	8984	0.8984	0.9964435146443515
APAF1	[-1, 1, 1]	['E2F6', 'TP53', 'E2F1']	3	725	-1	[249 254 222]	9015	0.9015	0.9964435146443515
SERPINE1	[1, 1, -1, 1]	['SMAD2', 'SMAD3', 'E2F1', 'HIF1A']	4	975	+1	[161 292 268 254]	9060	0.906	0.9964435146443515
TWIST2	[1, 1, -1, -1, -1, -1]	['ATM', 'FOS', 'RBL2', 'RUNX2', 'NF1', 'MYB']	6	1470	-1	[335 260 139 336 154 246]	9085	0.9085	0.9964435146443515
STAT5A	[1, 1, 1, 1, 1, -1, 1, -1, 1]	['IL2RA', 'CCND3', 'IL4', 'MYC', 'FOS', 'IRF8', 'CDKN1A', 'BCL6', 'BCL2']	9	2218	-1	[345 135 327 244 260 287 349  24 247]	9098	0.9098	0.9964435146443515
ATF1	[1, 1, 1]	['IL10', 'MITF', 'JUN']	3	728	+1	[311 172 245]	9099	0.9099	0.9964435146443515
TFAP2A	[1, 1, 1, 1, -1, -1]	['ETS1', 'ESR1', 'VEGFA', 'NR3C1', 'MYBL2', 'BCL2']	6	1471	+1	[145 199 402 220 156 349]	9100	0.91	0.9964435146443515
SMAD2	[1, -1, 1, 1, 1, 1]	['JUNB', 'MYC', 'NANOG', 'MEF2C', 'CDKN1A', 'SMAD7']	6	1471	+1	[212 170 421 217 207 244]	9100	0.91	0.9964435146443515
MOV10	[-1, -1, -1, -1, -1, -1, -1]	['RUNX1', 'MECP2', 'MYC', 'NOTCH4', 'NOTCH3', 'NOTCH1', 'CDKN2A']	7	1720	-1	[253 277 260  78 420 227 205]	9107	0.9107	0.9964435146443515
TNRC6C	[-1, -1, -1, -1, -1, -1, -1]	['MYC', 'MECP2', 'CDKN2A', 'NOTCH4', 'NOTCH1', 'NOTCH3', 'RUNX1']	7	1720	-1	[260 277 205  78 227 420 253]	9107	0.9107	0.9964435146443515
AGO1	[-1, -1, -1, -1, -1, -1, -1]	['RUNX1', 'MECP2', 'MYC', 'CDKN2A', 'NOTCH4', 'NOTCH3', 'NOTCH1']	7	1720	-1	[253 277 260 205  78 420 227]	9107	0.9107	0.9964435146443515
TNRC6B	[-1, -1, -1, -1, -1, -1, -1]	['MYC', 'MECP2', 'CDKN2A', 'NOTCH1', 'NOTCH4', 'NOTCH3', 'RUNX1']	7	1720	-1	[260 277 205 227  78 420 253]	9107	0.9107	0.9964435146443515
AGO3	[-1, -1, -1, -1, -1, -1, -1]	['RUNX1', 'MECP2', 'MYC', 'CDKN2A', 'NOTCH4', 'NOTCH3', 'NOTCH1']	7	1720	-1	[253 277 260 205  78 420 227]	9107	0.9107	0.9964435146443515
AGO4	[-1, -1, -1, -1, -1, -1, -1]	['RUNX1', 'MECP2', 'MYC', 'CDKN2A', 'NOTCH4', 'NOTCH3', 'NOTCH1']	7	1720	-1	[253 277 260 205  78 420 227]	9107	0.9107	0.9964435146443515
TNRC6A	[-1, -1, -1, -1, -1, -1, -1]	['MYC', 'MECP2', 'CDKN2A', 'NOTCH1', 'NOTCH3', 'NOTCH4', 'RUNX1']	7	1720	-1	[260 277 205 227 420  78 253]	9107	0.9107	0.9964435146443515
KAT2A	[1, 1, 1, 1, 1, 1]	['MYC', 'CDKN1A', 'HEY1', 'HEY2', 'TERT', 'E2F1']	6	1474	+1	[260 217 318 315 114 250]	9153	0.9153	0.9964435146443515
PTTG1	[1, 1, 1, 1, 1, 1]	['CDK1', 'TCF7L2', 'E2F1', 'VEGFA', 'CTNNB1', 'MYC']	6	1477	+1	[339  22 250 402 204 260]	9211	0.9211	0.9964435146443515
TGFB1	[-1, -1, 1, 1]	['PPARG', 'CEBPA', 'JUN', 'JUND']	4	981	+1	[245 171 303 262]	9224	0.9224	0.9964435146443515
EGR2	[-1, 1, -1]	['IL2', 'CEBPB', 'GLI1']	3	732	-1	[245  75 412]	9225	0.9225	0.9964435146443515
CDH2	[1, 1, 1]	['NOTCH1', 'RBPJ', 'AR']	3	732	+1	[227 229 276]	9225	0.9225	0.9964435146443515
NR3C1	[-1, -1, -1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1]	['STAT1', 'NFKB1', 'ETS1', 'ELK1', 'BRCA1', 'SRF', 'IL2', 'IL4', 'EGR1', 'IL13', 'YY1', 'SP1', 'ATF2', 'TP53', 'CCND3', 'CDKN1A', 'IRF1', 'RUNX2']	18	4483	+1	[189 196  62 264 217 301 307 243 359 187 270 429 327 319 261 249 135 168]	9262	0.9262	0.9964435146443515
NCOA1	[1, 1, 1, 1, 1, 1]	['CDKN1A', 'ANKRD1', 'KLK3', 'PPARA', 'NPAS2', 'CEBPA']	6	1480	+1	[217 418 132 158 313 242]	9276	0.9276	0.9964435146443515
CDK11B	[1, 1, -1]	['MYC', 'ETS1', 'KLK3']	3	735	-1	[244 359 132]	9307	0.9307	0.9964435146443515
BCL3	[-1, -1, -1, 1]	['TP53', 'CTCF', 'NFKB1', 'EGFR']	4	985	-1	[425 255  44 261]	9322	0.9322	0.9964435146443515
MITF	[1, 1, 1, 1, 1]	['HIF1A', 'PPARGC1A', 'FOS', 'DCT', 'CDKN1A']	5	1233	-1	[236 290 260 160 287]	9354	0.9354	0.9964435146443515
CDK1	[1, -1, -1, 1, 1]	['GLI2', 'FOXO1', 'SMAD7', 'E2F4', 'E2F1']	5	1234	+1	[ 50 146 250 491 297]	9377	0.9377	0.9964435146443515
MECP2	[-1, -1, -1, -1, 1, 1]	['ESR1', 'CCND1', 'MEF2C', 'PPARG', 'MET', 'CREB1']	6	1487	+1	[298 176 305 322  83 303]	9434	0.9434	0.9964435146443515
EP300	[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['DNMT1', 'BCL2', 'TP73', 'TERT', 'GATA1', 'GATA3', 'NR1H4', 'IL12B', 'CCND1', 'EGR1', 'EDN1', 'CEBPA', 'NPAS2', 'PCNA', 'VEGFA', 'BRCA1', 'MYC', 'NR4A1', 'NR1D1', 'PML', 'JUN', 'WT1', 'CDC25A', 'CDKN1A', 'SREBF1', 'HEY2', 'HEY1', 'ARNTL', 'IRF1', 'IRF9', 'PTGS2']	31	7757	-1	"[200 349 306 390 281 373 273 322 308  27 262 191 102 315 360 481 157 259
 326 198 287 233 189 186 202 203  31 185  20 481 260]"	9452	0.9452	0.9964435146443515
GLI1	[1, 1, 1, 1]	['BCL2', 'FOXA2', 'GLI2', 'PTCH1']	4	990	-1	[349 181 454   6]	9452	0.9452	0.9964435146443515
STAT6	[1, -1, 1, 1, 1, 1]	['GATA3', 'STAT1', 'IL4', 'FOS', 'PTGS2', 'IL10']	6	1489	+1	[131 177 244 319 311 307]	9471	0.9471	0.9964435146443515
ID2	[1, 1, 1]	['HIF1A', 'CTNNB1', 'SNAI1']	3	741	+1	[268 204 269]	9475	0.9475	0.9964435146443515
TYK2	[1, 1, 1, -1]	['FOS', 'TNF', 'IL23R', 'IL2']	4	991	-1	[260 503 153  75]	9476	0.9476	0.9964435146443515
JAK2	[1, -1, 1, 1]	['IL23R', 'IL2', 'TNF', 'FOS']	4	991	-1	[153 503 260  75]	9476	0.9476	0.9964435146443515
APC	[-1, -1, -1, -1]	['MYC', 'PTGS2', 'DNMT1', 'AKT1']	4	991	+1	[244 185 200 362]	9476	0.9476	0.9964435146443515
MAML2	[1, 1, 1, 1]	['MYC', 'HEY1', 'HEY2', 'GATA3']	4	992	-1	[244 186 189 373]	9500	0.95	0.9964435146443515
BNIP3	[1, 1, -1]	['E2F1', 'HIF1A', 'RELA']	3	742	-1	[254 236 252]	9507	0.9507	0.9964435146443515
NCOA2	[1, 1, -1, 1, 1, 1]	['ANKRD1', 'KLK3', 'AR', 'PPARA', 'NPAS2', 'CEBPA']	6	1491	+1	[418 132 158 313 242 228]	9521	0.9521	0.9964435146443515
SPI1	[-1, 1, -1, 1, -1]	['BCL6', 'RBPJ', 'MAPK1', 'GATA1', 'HBP1']	5	1240	+1	[229 223 257 317 214]	9524	0.9524	0.9964435146443515
ZFP36	[-1, -1, 1, 1]	['VEGFA', 'IL2', 'SMAD3', 'SMAD4']	4	993	-1	[212 304 402  75]	9526	0.9526	0.9964435146443515
IL2RA	[1, 1, 1, 1, -1, 1]	['NFKB1', 'STAT1', 'STAT3', 'MYC', 'IL2RG', 'CCND3']	6	1494	+1	[261 197 237 260 369 170]	9583	0.9583	0.9966933867735471
CARM1	[1, 1, 1, 1]	['ANKRD1', 'KLK3', 'NPAS2', 'PPARA']	4	995	-1	[ 86 372 191 346]	9597	0.9597	0.9966933867735471
MEF2D	[1, 1, 1, 1]	['ATF3', 'PPARGC1A', 'JUN', 'NR4A1']	4	996	-1	[ 87 290 259 360]	9627	0.9627	0.9966933867735471
LRP1	[-1, -1, -1]	['SREBF1', 'SREBF2', 'CTNNB1']	3	747	-1	[271 272 204]	9676	0.9676	0.9966933867735471
PER1	[1, 1, 1]	['BCL2', 'CLOCK', 'ARNTL']	3	747	-1	[349 196 202]	9676	0.9676	0.9966933867735471
REL	[1, -1, 1]	['IL2RA', 'KLK3', 'CDKN1A']	3	748	+1	[159 217 372]	9712	0.9712	0.9966933867735471
ABL1	[-1, -1, 1, 1, 1]	['BCL6', 'BCL2', 'CDKN1A', 'TP53', 'FOXO3']	5	1248	-1	[287 249 310 247 155]	9717	0.9717	0.9966933867735471
DUSP1	[1, -1, 1]	['TP53', 'MYC', 'E2F1']	3	749	+1	[255 250 244]	9741	0.9741	0.9966933867735471
TP73	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]	['PML', 'YY1', 'HSF1', 'RAD51', 'HEY2', 'CDKN1A', 'JAK1', 'TERT', 'FOXO3', 'GATA1', 'TP63', 'E2F1']	12	3010	+1	[347  62  61 361 315 217 328 194 223 262 250 390]	9772	0.9772	0.9966933867735471
INTS7	[-1, -1, -1]	['MYB', 'MYC', 'TP53']	3	751	+1	[258 244 249]	9815	0.9815	0.9966933867735471
HBP1	[-1, 1, -1, -1]	['CCND1', 'FOXO3', 'CDKN1A', 'DNMT1']	4	1003	+1	[194 322 287 200]	9833	0.9833	0.9966933867735471
CBFB	[1, -1, 1, 1, 1, 1]	['IHH', 'CDKN1A', 'MYB', 'MMP13', 'PRKCQ', 'SPP1']	6	1507	-1	[ 94 258 147 461 330 217]	9879	0.9879	0.9966933867735471
SMARCA4	[-1, 1, 1, 1, -1]	['FOS', 'MYC', 'CDKN2A', 'CDKN1A', 'CCND1']	5	1256	-1	[244 299 287 244 182]	9896	0.9896	0.9966933867735471
CDKN1A	[1, 1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1]	['RBPJ', 'NOTCH1', 'FOXO1', 'MITF', 'STAT1', 'CEBPA', 'GLI2', 'CTNNB1', 'MYC', 'E2F3', 'E2F1', 'SMAD4', 'SP1']	13	3269	-1	[275 277 491 307 262 173 254 304 240 172  50 204 260]	9898	0.9898	0.9966933867735471
NF1	[1, 1, 1]	['TP53', 'MYC', 'FOS']	3	753	-1	[249 244 260]	9900	0.99	0.9966933867735471
MED1	[1, 1, 1, 1, 1]	['CEBPA', 'NPAS2', 'PPARA', 'ANKRD1', 'KLK3']	5	1257	-1	[262 191 346  86 372]	9917	0.9917	0.9966933867735471
EGFR	[1, -1, 1, 1, 1]	['EGR1', 'GLI2', 'FOS', 'TERT', 'TP53']	5	1257	-1	[308 260 390 249  50]	9917	0.9917	0.9966933867735471
AGO2	[-1, -1, -1, -1, -1, -1]	['RUNX1', 'MECP2', 'MYC', 'NOTCH4', 'NOTCH3', 'NOTCH1']	6	1509	+1	[251 227 244 426  84 277]	9926	0.9926	0.9966933867735471
TNFAIP3	[-1, -1, -1]	['NFKB1', 'JUN', 'RELA']	3	754	+1	[243 259 252]	9932	0.9932	0.9966933867735471
TBX2	[-1, -1, 1]	['CDKN2A', 'CDKN1A', 'MITF']	3	754	-1	[332 205 217]	9932	0.9932	0.9966933867735471
